, , , , , , , , , ,CPU,CPU,CPU,CPU,MEMORY,MEMORY,MEMORY,HDD,HDD,HDD,HDD,HDD,HDD,UPS,UPS,UPS,WINDOWS,WINDOWS,WINDOWS,LAIN_LAIN,LAIN_LAIN,LAIN_LAIN,LAIN_LAIN,LAIN_LAIN,EDC_BCA,EDC_BCA,EDC_BCA,EDC_BCA,EDC_MANDIRI,EDC_MANDIRI,EDC_MANDIRI,EDC_MANDIRI,EDC_MTI,EDC_MTI,EDC_MTI,EDC_MTI,PREVENTIF,PREVENTIF,PREVENTIF
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:28,G026,FE12,STAR OF ASIA/,02,10.43.251.67,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz,25,35,8 GB,8 GB,ADATA SX6000LNP,758 GB,188 GB,570 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R), Professional edition:
    The machine is permanently activated.",FNK77-2BFXF-PG78G-87G3J-PKC2T,"1/25/2024, 15:23:33",1000 MB/s,0 hari 3 jam 55 menit,51,2.48 Menit,"""10.43.251.67"",""172.31.31.3""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.251.67 COM8,2,0,ONLINE-2025-09-28 07:41:49,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.251.67 COM9,13,0,ONLINE-2025-09-27 22:13:19,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:28,G026,TYFN,KEDATON,02,10.43.213.4,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G6400 CPU @ 4.00GHz,23,41,8 GB,8 GB,ADATA SX6000LNP,807 GB,204 GB,603 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",HB3G4-NKGJ2-DFVXR-FVTGQ-BG986,"5/5/2024, 10:38:38",1000 MB/s,0 hari 3 jam 22 menit,57,0.78 Menit,"""10.43.213.4"",""172.31.31.3""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.213.4 COM8,1,7,OFFLINE-2025-09-28 09:19:38-THE PORT COM8 DOES NOT EXIST.,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.213.4 COM9,3,0,ONLINE-2025-09-28 09:08:42,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:28,G026,TNC2,PORIS CENTRUM/,02,10.43.189.99,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10105 CPU @ 3.70GHz,7,38,8 GB,8 GB,ADATA SX6000LNP,758 GB,295 GB,463 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R), Professional edition:
    The machine is permanently activated.",PQ2TG-8BNC7-G9GH9-JY3XK-JXC2T,"1/25/2024, 16:42:17",1000 MB/s,0 hari 2 jam 54 menit,54,0.37 Menit,"""10.43.189.99"",""172.31.31.2""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.189.98 COM8,8,0,ONLINE-2025-09-28 07:58:20,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.189.98 COM9,4,0,ONLINE-2025-09-28 08:36:55,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:28,G026,TJX8,RAYA PANONGAN,02,10.43.53.131,Microsoft Windows 7 Professional ,32-bit,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,15,47,4 GB,4 GB,ST500DM0 09-2F110A SCSI Disk Device,796 GB,129 GB,667 GB,"'

Healthy",,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R) 7, Professional edition:
    The machine is permanently activated.",D3KJG-RHJJ9-J6KC3-JFQ37-2W4F3,"6/26/2022, 15:14:13",1000 MB/s,0 hari 3 jam 4 menit,44,0 Menit,"""10.43.53.131"",""172.31.31.1""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.53.130 COM5,14,15,OFFLINE-2025-09-27 17:26:12-THE PORT COM5 DOES NOT EXIST.,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.53.130 COM9,9,0,ONLINE-2025-09-27 19:36:27,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:28,G026,TMTH,GATOT SUBROTO 35/,02,10.43.221.227,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G6400 CPU @ 4.00GHz,0,45,8 GB,8 GB,ADATA SX6000LNP,780 GB,160 GB,620 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",R2TMN-TQP46-PWGBV-Q6TM8-JFHJ6,"4/29/2022, 08:06:41",1000 MB/s,0 hari 3 jam 53 menit,45,0.94 Menit,"""10.43.221.227"",""172.31.31.2"",""192.168.0.2""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.221.226 COM8,2,0,ONLINE-2025-09-28 07:09:40,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.221.226 COM9,2,0,ONLINE-2025-09-28 09:00:13,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:28,G026,TZD3,RAYA CISOKA KM 1,02,10.43.17.67,Microsoft Windows 7 Professional ,32-bit,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,0,57,4 GB,4 GB,ADAT    SU800 SCSI Disk Device,750 GB,354 GB,396 GB,"'

Healthy",,OK,NOK,"'-","Windows(R) 7, Professional edition:
    The machine is permanently activated.",YGC2C-CRG43-T9BMK-9HCWV-DV9Y7,"10/20/2024, 10:28:10",1000 MB/s,0 hari 2 jam 52 menit,47,0.33 Menit,"""10.43.17.67""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.17.66 COM8,5,0,ONLINE-2025-09-27 15:59:52,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.17.66 COM9,1,0,ONLINE-2025-09-28 08:48:42,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:28,G026,TNC7,HYBRID ECO AEROPOLIS/,02,10.43.174.163,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz,16,33,8 GB,8 GB,ADATA SX6000PNP,807 GB,314 GB,492 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",F4RWR-CTN4G-C9BFR-TWT2H-R9C2T:8JNDB-BWVH4-YPV22-2R6FG-H8RTG,"10/28/2023, 11:24:59",1000 MB/s,0 hari 3 jam 43 menit,48,1.96 Menit,"""10.43.174.163""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.174.163 COM8,2,0,ONLINE-2025-09-28 07:58:14,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.174.163 COM9,3,0,ONLINE-2025-09-27 18:26:42,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:28,G026,TE3L,RAYA MAUK KM.8,02,10.43.10.131,Microsoft Windows 7 Professional ,32-bit,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,0,43,4 GB,4 GB,ST500DM0 ST500DM009-2DM14 SCSI Disk Device,739 GB,283 GB,456 GB,"'

Healthy",,OK,NOK,"'-","Windows(R) 7, Professional edition:
    The machine is permanently activated.",GHFFF-D6YCG-WW6JY-FK6VB-GHRX2,"6/13/2017, 11:19:19",1000 MB/s,0 hari 3 jam 1 menit,48,1.89 Menit,"""10.43.10.131"",""172.31.31.2""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.10.130 COM8,2,0,ONLINE-2025-09-27 17:14:26,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.10.130 COM9,5,0,ONLINE-2025-09-27 20:56:08,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:28,G026,T0YX,IMAM BONJOL 2/,02,10.43.190.195,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G6400 CPU @ 4.00GHz,40,34,8 GB,8 GB,ADATA SX6000LNP,758 GB,265 GB,493 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",WNJVY-8BB8V-VG4BW-FM4DC-76DW6,"2/24/2025, 15:42:28",1000 MB/s,0 hari 3 jam 49 menit,57,0.61 Menit,"""10.43.190.195"",""172.31.31.2""",NEB:Y(60)|PC1:1 Y|PCO:N|E01:10.43.190.194 COM8,11,0,ONLINE-2025-09-27 19:53:04,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.190.194 COM9,15,2,ONLINE-2025-09-27 20:47:45,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:28,G026,TB9G,CISOKA INDAH REGENCY,02,10.43.17.35,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G6405 CPU @ 4.10GHz,23,55,8 GB,8 GB,ADATA SX6000PNP,795 GB,138 GB,657 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",BTNHD-QTKJB-69FCT-KTHYX-FRHJ6:DFJN3-XFT4G-BYM2X-7KXFQ-49CKF,"4/29/2022, 08:06:41",1000 MB/s,0 hari 2 jam 54 menit,62,0.74 Menit,"""10.43.17.35""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.17.34 COM8,4,0,ONLINE-2025-09-28 07:52:59,"'-",0,0,NOEDC-0000-00-00 00:00:00,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:28,G026,TO2O,BINONG RAYA/,02,10.43.233.35,Microsoft Windows 7 Professional ,32-bit,Intel(R) Pentium(R) CPU G4400 @ 3.30GHz,15,57,4 GB,4 GB,ADAT    SU900 SCSI Disk Device,807 GB,171 GB,636 GB,"'

Healthy",,OK,NOK,"'-","Windows(R) 7, Professional edition:
    The machine is permanently activated.",KCJ3T-K8GMR-C8378-Y6JX7-H7DY2,"2/20/2020, 15:05:34",1000 MB/s,0 hari 2 jam 51 menit,35,0.36 Menit,"""10.43.233.35"",""172.31.31.3""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.233.35 COM8,3,0,ONLINE-2025-09-27 19:39:12,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.233.35 COM9,6,0,ONLINE-2025-09-27 22:29:09,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:28,G026,FWVU,MAHONI TAMAN ROYAL/,02,10.43.110.131,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G6400 CPU @ 4.00GHz,19,44,8 GB,8 GB,ADATA SX6000LNP,758 GB,262 GB,495 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",RDRT7-KWNKG-8TXDR-D7CG6-P7JXF,"9/26/2022, 14:01:51",1000 MB/s,0 hari 2 jam 48 menit,62,0.71 Menit,"""10.43.110.131"",""172.31.31.1""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.110.130 COM8,3,0,ONLINE-2025-09-28 09:20:03,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.110.130 COM9,7,0,ONLINE-2025-09-27 21:40:13,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:28,G026,TG2Q,PARK VIEW CITRA RAYA,02,10.43.34.195,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G6400 CPU @ 4.00GHz,10,46,8 GB,8 GB,ADATA SX6000LNP,806 GB,289 GB,517 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",RX32N-FKVDH-7J8PH-RJX6F-QGP2T,"5/9/2022, 14:57:36",1000 MB/s,0 hari 3 jam 42 menit,46,1.14 Menit,"""10.43.34.195"",""172.31.31.1""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.34.194 COM8,23,0,ONLINE-2025-09-27 22:22:33,NEM:Y(60)|PC2:1-N|PCO:N|E02:10.43.34.194 COM9,4,0,ONLINE-2025-09-28 09:21:34,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:28,G026,T6RK,SIPON ALLEYRA,02,10.43.48.35,Microsoft Windows 7 Professional ,32-bit,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,0,64,4 GB,4 GB,ST500DM0 09-2DM14C SCSI Disk Device,739 GB,148 GB,591 GB,"'

Healthy",,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R) 7, Professional edition:
    The machine is permanently activated.",GTBV2-D8X44-H7PRD-368DX-68JQC,"8/29/2019, 11:44:18",1000 MB/s,0 hari 2 jam 57 menit,44,2.63 Menit,"""10.43.48.35"",""172.31.31.1""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.48.34 COM8,4,4,OFFLINE-2025-09-27 18:07:31-[ERROR] TIDAK DAPAT RESPONSE DARI EDC,NEM:Y(60)|PC2:1-N|PCO:N|E02:10.43.48.34 COM9,0,4,OFFLINE-2025-09-28 07:33:33-TIDAK TERIMA RESPONSE DARI EDC,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:28,G026,TLI4,KEDAUNG BARU NO 33,02,10.43.42.195,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G6400 CPU @ 4.00GHz,15,37,8 GB,8 GB,ADATA SX6000LNP,758 GB,132 GB,626 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,HItFiBmHqAgAgPg4041:40-UPS-Smart-UPS,"Windows(R), Professional edition:
    The machine is permanently activated.",6YHJX-VNMGH-MXTBF-6F746-9KX86,"3/15/2024, 11:55:21",1000 MB/s,0 hari 2 jam 57 menit,59,0.77 Menit,"""10.43.42.195"",""172.31.31.2""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.42.195 COM8,6,0,ONLINE-2025-09-27 20:54:05,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.42.195 COM9,11,4,ONLINE-2025-09-27 19:26:01,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:28,G026,T5D2,RAYA MARSEKAL SURYA DHARM/,02,10.43.8.131,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G6400 CPU @ 4.00GHz,32,38,8 GB,8 GB,ADATA SX6000LNP,782 GB,268 GB,515 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R), Professional edition:
    The machine is permanently activated.",GGCJ2-NHWQ3-RX834-JWV9B-VQXCT,"1/22/2023, 09:27:34",1000 MB/s,0 hari 2 jam 49 menit,47,0.78 Menit,"""10.43.8.131"",""172.31.31.1""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.8.130 COM8,2,0,ONLINE-2025-09-28 07:15:37,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.8.130 COM9,2,0,ONLINE-2025-09-28 08:19:53,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:29,G026,FIEI,GAGA PAKU HAJI,02,10.43.34.227,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G6400 CPU @ 4.00GHz,45,40,8 GB,8 GB,ADATA SX6000LNP,750 GB,198 GB,552 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",6MCNY-XPMFX-HRV86-H7KBD-TCQW6,"8/10/2023, 13:25:51",1000 MB/s,0 hari 3 jam 1 menit,51,0.85 Menit,"""10.43.34.227"",""172.31.31.2""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.34.226 COM8,2,0,ONLINE-2025-09-28 07:38:37,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.34.226 COM9,7,3,ONLINE-2025-09-27 20:39:06,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:29,G026,F0FP,RUKO GRIYA ARTHA RESIDENCE 26,02,10.43.46.195,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G6405 CPU @ 4.10GHz,23,39,8 GB,8 GB,ADATA LEGEND 850,758 GB,138 GB,619 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",CN2MJ-WGKRR-JRHTD-KJT48-BWRTG,"10/24/2024, 19:56:40",1000 MB/s,0 hari 2 jam 48 menit,50,0.63 Menit,"""10.43.46.195""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.46.195 COM8,2,0,ONLINE-2025-09-28 08:25:37,NEM:Y(60)|PC2:1-N|PCO:N|E02:10.43.46.194 COM9,1,0,ONLINE-2025-09-28 09:16:02,NEM:Y(60)|PC2:1-Y|PCO:N|E02:10.43.46.194 COM9,1,0,ONLINE-2025-09-28 09:16:36,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:29,G026,TJL7,GEBANG RUSUNAWA/-reopening 31-12-2022,02,10.43.28.35,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G6400 CPU @ 4.00GHz,15,34,8 GB,8 GB,ADATA SX6000LNP,750 GB,112 GB,638 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",HN2P7-MGQ64-R74T3-HY6T9-9HKCT,"2/12/2025, 10:23:35",1000 MB/s,0 hari 2 jam 55 menit,62,0.72 Menit,"""10.43.28.35""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.28.34 COM8,10,11,ONLINE-2025-09-27 21:03:43,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.28.34 COM9,2,2,ONLINE-2025-09-27 18:16:44,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:29,G026,TBIW,RAFLESIA CITRA RAYA,02,10.43.27.99,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G6400 CPU @ 4.00GHz,25,34,8 GB,8 GB,ADATA SX6000PNP,807 GB,176 GB,631 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R), Professional edition:
    The machine is permanently activated.",X4N46-WK6TM-3PQVR-PXJ48-F3KTR,"9/15/2022, 10:26:41",1000 MB/s,0 hari 3 jam 3 menit,45,1.46 Menit,"""10.43.27.99"",""172.31.31.2""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.27.98 COM8,16,0,ONLINE-2025-09-27 21:23:06,NEM:Y(60)|PC2:1-N|PCO:N|E02:10.43.27.98 COM9,1,15,OFFLINE-2025-09-27 22:31:41-RESPONSE DARI EDC BLANK,NEM:Y(60)|PC2:1-N|PCO:N|E02:10.43.27.98 COM9,0,1,OFFLINE-2025-09-27 15:30:42-RESPONSE DARI EDC BLANK,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:29,G026,TU9O,RAYA PEMBANGUNAN/,02,10.43.106.131,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz,2,38,8 GB,8 GB,ADATA SX6000LNP,1137 GB,355 GB,782 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 2 Battery_Level: 100%,PT.INDODAYA CIPTA LESTARIICA CS 1238,"Windows(R), Professional edition:
    The machine is permanently activated.",8VRFN-2GDQT-9Q272-8BQPH-DRTPT,"8/10/2023, 13:25:51",1000 MB/s,0 hari 3 jam 4 menit,50,0.44 Menit,"""10.43.106.131"",""172.31.31.2""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.106.131 COM8,2,0,ONLINE-2025-09-28 07:28:47,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.106.131 COM9,18,0,ONLINE-2025-09-27 20:15:35,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:29,G026,THSI,TAMAN ADIYASA/,02,10.43.55.3,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz,2,38,8 GB,8 GB,ADATA SX6000LNP,758 GB,128 GB,629 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",97FMX-NXYJ6-BRCH8-G3JRD-JTY6G,"3/12/2024, 14:40:44",1000 MB/s,0 hari 3 jam 37 menit,47,1.74 Menit,"""10.43.55.3"",""172.31.31.3""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.55.2 COM8,8,0,ONLINE-2025-09-28 07:58:22,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.55.2 COM9,1,0,ONLINE-2025-09-27 18:04:21,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:29,G026,THXW,RAYA KRESEK PINTU MERAK,02,10.43.138.163,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G6400 CPU @ 4.00GHz,19,46,8 GB,8 GB,ADATA SX6000LNP,806 GB,329 GB,477 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",B6N3Q-M74VG-R89Y4-BGTCY-VQXCT,"4/29/2022, 08:06:41",1000 MB/s,0 hari 3 jam 4 menit,47,0.74 Menit,"""10.43.138.163"",""172.31.31.2""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.138.162 COM8,4,0,ONLINE-2025-09-27 12:26:47,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.138.162 COM9,7,1,ONLINE-2025-09-27 18:36:01,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:29,G026,FBUD,MODERNLAND CR30/,02,10.43.10.227,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G6400 CPU @ 4.00GHz,7,44,8 GB,8 GB,ADATA SX6000LNP,787 GB,264 GB,522 GB,Healthy,SSD,OK,Terpasang: OK Battery_Status: 1 Battery_Level: 0%,HGpDiCnKkFoEjIg2697:24-UPS-Smart-UPS,"Windows(R), Professional edition:
    The machine is permanently activated.",TFGX9-N28VJ-CT3WV-3WJX2-YKM6G,"5/9/2022, 14:57:36",1000 MB/s,0 hari 3 jam 11 menit,66,0.9 Menit,"""10.43.10.227"",""172.31.31.2""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.10.226 COM8,1,0,ONLINE-2025-09-28 07:55:55,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.10.226 COM9,1,0,ONLINE-2025-09-28 08:03:14,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:29,G026,T8IF,PORIS RESIDENCE/,02,10.43.233.3,Microsoft Windows 10 Pro,64-bit,Intel(R) Core(TM) i3-10100 CPU @ 3.60GHz,7,42,8 GB,8 GB,ADATA SX6000LNP,758 GB,283 GB,475 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",Q287X-NJ79M-G6H89-BCC9B-KD8GG,"1/25/2024, 16:42:17",1000 MB/s,0 hari 2 jam 54 menit,56,0.38 Menit,"""10.43.233.3""",NEB:Y(60)|PC1:1 Y|PCO:N|E01:10.43.233.2 COM8,4,0,ONLINE-2025-09-28 08:51:00,NEM:Y(60)|PC2:0-N|PCO:N|E02:10.43.233.2 COM9,2,0,ONLINE-2025-09-28 08:07:28,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,OK,"'-"
200,200,Succes,2025-09-28 09:23:14,2025-09-28 09:23:29,G026,TI20,TEGAL ANGUS 2/,02,10.43.13.3,Microsoft Windows 10 Pro,64-bit,Intel(R) Pentium(R) Gold G6400 CPU @ 4.00GHz,22,36,8 GB,8 GB,ADATA SX6000LNP,782 GB,291 GB,492 GB,Healthy,SSD,OK,NOK,"'-","Windows(R), Professional edition:
    The machine is permanently activated.",J846B-N4FX3-Q6MV2-9QP6T-D3XCT,"2/9/2023, 16:13:56",1000 MB/s,0 hari 2 jam 52 menit,46,0.75 Menit,"""10.43.13.3""",NEB:Y(60)|PC1:1 N|PCO:N|E01:10.43.121.2 COM8,0,3,OFFLINE-2025-09-25 19:42:24-[ERROR] TIDAK DAPAT RESPONSE DARI EDC,"'-",0,0,NOEDC-0000-00-00 00:00:00,"'-",0,0,NOEDC-0000-00-00 00:00:00,BELUM MEMERLUKAN PERBAIKAN,NOK-Jumlah BSOD : 4,"'-"
